Date,High,Low,Open,Close,Volume,Adj Close,50ma,100ma,200ma,Symbol
2018-12-31,126.4000015258789,124.37999725341797,124.80000305175781,126.26000213623047,309700.0,124.68759155273438,124.68759155273438,124.68759155273438,124.68759155273438,IEX
2019-01-02,125.2300033569336,122.87999725341797,124.55999755859375,125.05000305175781,268500.0,123.49266815185547,124.09012985229492,124.09012985229492,124.09012985229492,IEX
2019-01-03,124.80999755859375,120.86000061035156,124.70999908447266,121.41999816894531,295300.0,119.90786743164062,122.69604237874348,122.69604237874348,122.69604237874348,IEX
2019-01-04,129.4600067138672,123.33999633789062,123.9000015258789,129.35000610351562,429400.0,127.7391128540039,123.9568099975586,123.9568099975586,123.9568099975586,IEX
2019-01-07,132.63999938964844,128.75999450683594,129.4499969482422,131.8300018310547,589500.0,130.18821716308594,125.20309143066406,125.20309143066406,125.20309143066406,IEX
2019-01-08,134.99000549316406,132.99000549316406,133.2100067138672,134.89999389648438,420800.0,133.21998596191406,126.53924051920573,126.53924051920573,126.53924051920573,IEX
2019-01-09,136.39999389648438,134.3800048828125,135.60000610351562,135.5399932861328,337700.0,133.85203552246094,127.58392551967076,127.58392551967076,127.58392551967076,IEX
2019-01-10,136.64999389648438,133.9499969482422,134.97999572753906,136.57000732421875,281600.0,134.86920166015625,128.49458503723145,128.49458503723145,128.49458503723145,IEX
2019-01-11,136.88999938964844,134.47000122070312,135.92999267578125,136.55999755859375,276500.0,134.85931396484375,129.20177714029947,129.20177714029947,129.20177714029947,IEX
2019-01-14,136.0800018310547,134.64999389648438,135.36000061035156,134.89999389648438,171600.0,133.6407928466797,129.6456787109375,129.6456787109375,129.6456787109375,IEX
2019-01-15,136.05999755859375,133.42999267578125,134.99000549316406,134.64999389648438,202200.0,133.3931427001953,129.98635725541547,129.98635725541547,129.98635725541547,IEX
2019-01-16,136.75999450683594,134.8300018310547,135.0399932861328,135.83999633789062,303100.0,134.572021484375,130.3684959411621,130.3684959411621,130.3684959411621,IEX
2019-01-17,138.8300018310547,135.2899932861328,135.2899932861328,137.83999633789062,430900.0,136.5533447265625,130.84425354003906,130.84425354003906,130.84425354003906,IEX
2019-01-18,141.32000732421875,138.33999633789062,139.25,140.77000427246094,502100.0,139.45602416992188,131.45938001360213,131.45938001360213,131.45938001360213,IEX
2019-01-22,139.58999633789062,136.47000122070312,139.1699981689453,137.60000610351562,306100.0,136.31561279296875,131.7831288655599,131.7831288655599,131.7831288655599,IEX
2019-01-23,139.25999450683594,135.77000427246094,138.3000030517578,135.91000366210938,309300.0,134.64137268066406,131.9617691040039,131.9617691040039,131.9617691040039,IEX
2019-01-24,137.85000610351562,135.75999450683594,136.19000244140625,136.75999450683594,297900.0,135.4834442138672,132.16892646340762,132.16892646340762,132.16892646340762,IEX
2019-01-25,139.2899932861328,137.16000366210938,138.4199981689453,137.25999450683594,263200.0,135.978759765625,132.38058386908637,132.38058386908637,132.38058386908637,IEX
2019-01-28,136.61000061035156,134.47000122070312,134.83999633789062,135.64999389648438,379300.0,134.3837890625,132.4860157213713,132.4860157213713,132.4860157213713,IEX
2019-01-29,139.22000122070312,136.4600067138672,136.4600067138672,139.10000610351562,358400.0,137.80160522460938,132.7517951965332,132.7517951965332,132.7517951965332,IEX
2019-01-30,138.22999572753906,130.0,131.25,137.10000610351562,545400.0,135.8202667236328,132.89791288829986,132.89791288829986,132.89791288829986,IEX
2019-01-31,138.74000549316406,136.24000549316406,137.02999877929688,137.86000061035156,432200.0,136.5731658935547,133.06496984308416,133.06496984308416,133.06496984308416,IEX
2019-02-01,139.22999572753906,137.17999267578125,137.75,138.07000732421875,265300.0,136.78121948242188,133.22654591435972,133.22654591435972,133.22654591435972,IEX
2019-02-04,138.27999877929688,137.4600067138672,138.1199951171875,138.1300048828125,203600.0,136.8406524658203,133.37713368733725,133.37713368733725,133.37713368733725,IEX
2019-02-05,138.86000061035156,137.35000610351562,138.0,138.35000610351562,268500.0,137.05859375,133.52439208984376,133.52439208984376,133.52439208984376,IEX
2019-02-06,139.1699981689453,137.86000061035156,137.86000061035156,138.19000244140625,203700.0,136.9001007080078,133.65422703669623,133.65422703669623,133.65422703669623,IEX
2019-02-07,137.99000549316406,136.24000549316406,137.19000244140625,137.85000610351562,354700.0,136.56326293945312,133.76196910716868,133.76196910716868,133.76196910716868,IEX
2019-02-08,140.07000732421875,137.33999633789062,137.33999633789062,140.02000427246094,403400.0,138.7130126953125,133.93879209245955,133.93879209245955,133.93879209245955,IEX
2019-02-11,140.6199951171875,139.42999267578125,140.22000122070312,140.36000061035156,280500.0,139.04983520507812,134.1150349584119,134.1150349584119,134.1150349584119,IEX
2019-02-12,144.5399932861328,140.64999389648438,141.27000427246094,142.97000122070312,325700.0,141.63546752929688,134.36571604410807,134.36571604410807,134.36571604410807,IEX
2019-02-13,144.10000610351562,141.85000610351562,143.4600067138672,141.97000122070312,354200.0,140.6448211669922,134.56826782226562,134.56826782226562,134.56826782226562,IEX
2019-02-14,142.9199981689453,140.74000549316406,141.27999877929688,141.0800018310547,441000.0,139.76312255859375,134.73060703277588,134.73060703277588,134.73060703277588,IEX
2019-02-15,144.22000122070312,141.5800018310547,141.83999633789062,144.1199951171875,260900.0,142.7747344970703,134.97436847108784,134.97436847108784,134.97436847108784,IEX
2019-02-19,144.55999755859375,142.4499969482422,143.58999633789062,142.5399932861328,275000.0,141.20948791503906,135.1577543370864,135.1577543370864,135.1577543370864,IEX
2019-02-20,143.55999755859375,142.19000244140625,142.58999633789062,143.1699981689453,214300.0,141.83360290527344,135.34849286760604,135.34849286760604,135.34849286760604,IEX
2019-02-21,142.82000732421875,141.47000122070312,142.33999633789062,142.4600067138672,310100.0,141.13023376464844,135.50909678141275,135.50909678141275,135.50909678141275,IEX
2019-02-22,144.64999389648438,142.42999267578125,143.0,144.5500030517578,314400.0,143.2007293701172,135.71697874326964,135.71697874326964,135.71697874326964,IEX
2019-02-25,145.99000549316406,144.5,145.2899932861328,144.8300018310547,312700.0,143.47811889648438,135.9212192736174,135.9212192736174,135.9212192736174,IEX
2019-02-26,145.19000244140625,143.44000244140625,144.3300018310547,143.5399932861328,233400.0,142.2001495361328,136.08221748547678,136.08221748547678,136.08221748547678,IEX
2019-02-27,145.22000122070312,142.8699951171875,143.22000122070312,144.9600067138672,269900.0,143.60690307617188,136.27033462524415,136.27033462524415,136.27033462524415,IEX
2019-02-28,144.80999755859375,143.24000549316406,144.75999450683594,144.10000610351562,278700.0,142.75494384765625,136.42849582579078,136.42849582579078,136.42849582579078,IEX
2019-03-01,145.50999450683594,143.8300018310547,145.27999877929688,144.85000610351562,183200.0,143.49794006347656,136.59681592668807,136.59681592668807,136.59681592668807,IEX
2019-03-04,146.6699981689453,144.3000030517578,145.75999450683594,145.5500030517578,253300.0,144.19140625,136.77343430629998,136.77343430629998,136.77343430629998,IEX
2019-03-05,146.49000549316406,144.5,145.5500030517578,144.74000549316406,369700.0,143.3889617919922,136.92378720370206,136.92378720370206,136.92378720370206,IEX
2019-03-06,146.2899932861328,144.7100067138672,144.7100067138672,145.08999633789062,221500.0,143.7356719970703,137.07516242133246,137.07516242133246,137.07516242133246,IEX
