Date,High,Low,Open,Close,Volume,Adj Close,50ma,100ma,200ma,Symbol,Buy_Sell,Indicator,Narrative
1/3/2020,322.9599915,318.2600098,318.480011,322.2999878,190707,322.2999878,305.9274005,305.7167007,307.9628418,COO,BUY,Flash,"50 Day (305.9274005126953) now above 100 day (305.7167007446289) BULLISH Indicator, BUY Rating"
